,FB ID,Gene Symbol
11607,FBgn0250911,CG42245
11608,FBgn0259098,CG42246
11609,FBgn0259099,DCX-EMAP
11610,FBgn0259101,CG42249
11611,FBgn0259108,futsch
11612,FBgn0259110,mmd
11613,FBgn0259111,Ndae1
11614,FBgn0259112,asRNA:CR42254
11615,FBgn0259113,PolA1
11616,FBgn0259139,glo
11617,FBgn0259140,Cubn2
11618,FBgn0259143,CG42258
11619,FBgn0259145,CG42260
11620,FBgn0259146,fid
11621,FBgn0259148,CG42263
11622,FBgn0259149,CG42264
11623,FBgn0259150,OtopLc
11624,FBgn0259151,CG42266
11625,FBgn0259152,Clbn
11626,FBgn0259162,RunxB
11627,FBgn0259163,CG42268
11628,FBgn0259164,CG42269
11629,FBgn0259166,CG42271
11630,FBgn0259167,CG42272
11631,FBgn0259168,mnb
11632,FBgn0259170,alpha-Man-Ia
11633,FBgn0259171,Pde9
11634,FBgn0259173,corn
11635,FBgn0259174,Nedd4
11636,FBgn0259175,ome
11637,FBgn0259176,bun
11638,FBgn0259178,5PtaseI
11639,FBgn0259179,CG42284
11640,FBgn0259183,CG42287
11641,FBgn0259184,CG42288
11642,FBgn0259185,Ir60b
11643,FBgn0259187,Ir60d
11644,FBgn0259192,CG42296
11645,FBgn0259193,Ir94d
11646,FBgn0259194,Ir94e
11647,FBgn0259195,CG42299
11648,FBgn0259196,CG42300
11649,FBgn0259198,CG42302
11650,FBgn0259199,Snup
11651,FBgn0259200,CG42304
11652,FBgn0259201,CG42305
11653,FBgn0259202,CG42306
11654,FBgn0259203,CG42307
11655,FBgn0259204,sloth2
11656,FBgn0259209,Mlp60A
11657,FBgn0259210,prom
11658,FBgn0259211,grh
11659,FBgn0259212,cno
11660,FBgn0259213,side-II
11661,FBgn0259214,PMCA
11662,FBgn0259215,Ir93a
11663,FBgn0259216,RhoGAP102A
11664,FBgn0259219,CG42319
11665,FBgn0259221,ATP8A
11666,FBgn0259222,CG42322
11667,FBgn0259223,CG42323
11668,FBgn0259224,CG42324
11669,FBgn0259226,CG42326
11670,FBgn0259227,CG42327
11671,FBgn0259228,C3G
11672,FBgn0259229,CG42329
11673,FBgn0259230,lectin-22C
11674,FBgn0259231,CCKLR-17D1
11675,FBgn0259233,CG42331
11676,FBgn0259236,comm3
11677,FBgn0259237,CG42335
11678,FBgn0259238,CG42336
11679,FBgn0259239,CG42337
11680,FBgn0259241,vex
11681,FBgn0259242,CG42340
11682,FBgn0259243,Pka-R1
11683,FBgn0259244,CG42342
11684,FBgn0259245,DIP-beta
11685,FBgn0259246,brp
11686,FBgn0259481,Mob2
11687,FBgn0259482,Mob3
11688,FBgn0259483,Mob4
11689,FBgn0259676,Prim2
11690,FBgn0259677,CG42346
11691,FBgn0259678,sqa
11692,FBgn0259682,Jabba
11693,FBgn0259683,Ir40a
11694,FBgn0259685,crb
11695,FBgn0259699,CG42353
11696,FBgn0259700,CG42354
11697,FBgn0259701,CG42355
11698,FBgn0259702,Grl62b
11699,FBgn0259703,Grl62a
11700,FBgn0259704,Nsun5
11701,FBgn0259705,CG42359
11702,FBgn0259707,CG42361
11703,FBgn0259708,CG42362
11704,FBgn0259709,CG42363
11705,FBgn0259710,CG42364
11706,FBgn0259711,CG42365
11707,FBgn0259712,CG42366
11708,FBgn0259713,CG42367
11709,FBgn0259714,DIP-epsilon
11710,FBgn0259715,CG42369
11711,FBgn0259716,Nepl6
11712,FBgn0259717,CG42371
11713,FBgn0259718,CG42372
11714,FBgn0259720,CG42374
11715,FBgn0259721,CG42375
11716,FBgn0259722,CG42376
11717,FBgn0259725,CG42379
11718,FBgn0259726,CG42380
11719,FBgn0259727,CG42381
11720,FBgn0259728,CG42382
11721,FBgn0259729,CG42383
11722,FBgn0259730,tal-1A
11723,FBgn0259731,tal-2A
11724,FBgn0259732,tal-3A
11725,FBgn0259733,tal-AA
11726,FBgn0259734,Nost
11727,FBgn0259735,mtgo
11728,FBgn0259736,CG42390
11729,FBgn0259737,CG42391
11730,FBgn0259738,CG42392
11731,FBgn0259739,CG42393
11732,FBgn0259740,CG42394
11733,FBgn0259741,CG42395
11734,FBgn0259742,CG42360
11735,FBgn0259745,wech
11736,FBgn0259748,CG42397
11737,FBgn0259749,mmy
11738,FBgn0259785,pzg
11739,FBgn0259789,zld
11740,FBgn0259791,bora
11741,FBgn0259794,sinah
11742,FBgn0259795,loopin-1
11743,FBgn0259817,SteXh:CG42398
11744,FBgn0259818,CG42399
11745,FBgn0259821,CG42402
11746,FBgn0259823,CG42404
11747,FBgn0259824,Hip14
11748,FBgn0259831,CG34309
11749,FBgn0259832,CG34229
11750,FBgn0259834,out
11751,FBgn0259849,Su(Ste):CR42418
11752,FBgn0259876,Cap-G
11753,FBgn0259878,Fs
11754,FBgn0259896,NimC1
11755,FBgn0259916,CG42445
11756,FBgn0259917,CG42446
11757,FBgn0259918,inaF-B
11758,FBgn0259922,Skadu
11759,FBgn0259923,Septin4
11760,FBgn0259926,CG42449
11761,FBgn0259927,CG42450
11762,FBgn0259932,CG42455
11763,FBgn0259933,Dpm2
11764,FBgn0259935,CG42458
11765,FBgn0259936,Uhg3
11766,FBgn0259937,Nop60B
11767,FBgn0259938,cwo
11768,FBgn0259951,Sfp24Ba
11769,FBgn0259953,Sfp24Bd
11770,FBgn0259954,CG42464
11771,FBgn0259964,Sfp33A3
11772,FBgn0259967,Sfp53D
11773,FBgn0259974,Sfp84E
11774,FBgn0259975,Sfp87B
11775,FBgn0259977,Tdc1
11776,FBgn0259978,vlc
11777,FBgn0259982,Uxt
11778,FBgn0259984,kuz
11779,FBgn0259985,Mppe
11780,FBgn0259986,nab
11781,FBgn0259989,CG42486
11782,FBgn0259990,CG42487
11783,FBgn0259991,CG42488
11784,FBgn0259992,CG42489
11785,FBgn0259993,lncRNA:CR42491
11786,FBgn0259994,OtopLa
11787,FBgn0259996,lncRNA:CR40341
11788,FBgn0259998,CG17571
11789,FBgn0260000,CG17570
11790,FBgn0260003,Dys
11791,FBgn0260004,Snmp1
11792,FBgn0260005,wtrw
11793,FBgn0260006,drd
11794,FBgn0260007,CG42493
11795,FBgn0260008,UQCR-11
11796,FBgn0260011,NimC4
11797,FBgn0260012,pds5
11798,FBgn0260026,CG42494
11799,FBgn0260027,CG42495
11800,FBgn0260049,flr
11801,FBgn0260222,CG42496
11802,FBgn0260223,CG42497
11803,FBgn0260224,Tcs6
11804,FBgn0260228,CG42502
11805,FBgn0260229,Mocs2A
11806,FBgn0260230,CG42504
11807,FBgn0260231,CG42505
11808,FBgn0260233,CG42507
11809,FBgn0260234,Xport-B
11810,FBgn0260237,BBIP1
11811,FBgn0260238,CG42512
11812,FBgn0260243,E(var)3-9
11813,FBgn0260386,mtg
11814,FBgn0260388,CG42514
11815,FBgn0260390,CG42516
11816,FBgn0260392,CG42518
11817,FBgn0260396,CG42521
11818,FBgn0260397,Su(var)3-3
11819,FBgn0260398,Pbp49
11820,FBgn0260399,gwl
11821,FBgn0260400,elav
11822,FBgn0260401,MED9
11823,FBgn0260407,mRpS23
11824,FBgn0260428,CG42523
11825,FBgn0260429,CG42524
11826,FBgn0260431,CG42526
11827,FBgn0260434,CG42529
11828,FBgn0260439,Pp2A-29B
11829,FBgn0260440,spdo
11830,FBgn0260442,rhea
11831,FBgn0260444,Not10
11832,FBgn0260446,GABA-B-R1
11833,FBgn0260447,CR11386
11834,FBgn0260450,CalpC
11835,FBgn0260451,CG14042
11836,FBgn0260452,CG13984
11837,FBgn0260453,CG17140
11838,FBgn0260454,CG17139
11839,FBgn0260455,CG10332
11840,FBgn0260456,CG4806
11841,FBgn0260458,PGRP-LD
11842,FBgn0260459,CG14106
11843,FBgn0260461,Rcd7
11844,FBgn0260462,CtsF
11845,FBgn0260463,Unc-115b
11846,FBgn0260464,CG9288
11847,FBgn0260466,Indy-2
11848,FBgn0260467,CG7071
11849,FBgn0260468,CG7950
11850,FBgn0260469,CR14578
11851,FBgn0260470,SP555
11852,FBgn0260474,CG30002
11853,FBgn0260475,CG30059
11854,FBgn0260477,CG30283
11855,FBgn0260479,CG31904
11856,FBgn0260480,CG32295
11857,FBgn0260481,CG32454
11858,FBgn0260482,CG32599
11859,FBgn0260484,HIP
11860,FBgn0260486,Ziz
11861,FBgn0260487,CG42534
11862,FBgn0260499,qvr
11863,FBgn0260632,dl
11864,FBgn0260634,eIF4G2
11865,FBgn0260635,Diap1
11866,FBgn0260639,gammaTub23C
11867,FBgn0260642,Antp
11868,FBgn0260643,CG42535
11869,FBgn0260644,CG42536
11870,FBgn0260648,Rrp40
11871,FBgn0260653,serp
11872,FBgn0260655,l(3)76BDm
11873,FBgn0260657,CG42540
11874,FBgn0260658,CG42541
11875,FBgn0260659,CG42542
11876,FBgn0260660,Mp
11877,FBgn0260718,CR42545
11878,FBgn0260719,CR42546
11879,FBgn0260720,asRNA:CR42547
11880,FBgn0260722,lncRNA:CR42549
11881,FBgn0260741,CG3281
11882,FBgn0260742,CG12213
11883,FBgn0260743,GC1
11884,FBgn0260744,Tango9
11885,FBgn0260745,mfas
11886,FBgn0260746,Ect3
11887,FBgn0260747,Chchd2
11888,FBgn0260748,CG5004
11889,FBgn0260749,Utx
11890,FBgn0260750,Mulk
11891,FBgn0260753,Pdfr
11892,FBgn0260755,CG42553
11893,FBgn0260756,CG42554
11894,FBgn0260758,CG42556
11895,FBgn0260759,CG42557
11896,FBgn0260760,CG42558
11897,FBgn0260761,CG42559
11898,FBgn0260762,CG42560
11899,FBgn0260763,CG42561
11900,FBgn0260764,CG42562
11901,FBgn0260766,CG42564
11902,FBgn0260767,CG42565
11903,FBgn0260768,CG42566
11904,FBgn0260770,CG42568
11905,FBgn0260771,Larp7
11906,FBgn0260775,DnaJ-60
11907,FBgn0260776,CG42570
11908,FBgn0260779,GatA
11909,FBgn0260780,wisp
11910,FBgn0260789,mxc
11911,FBgn0260793,2mit
11912,FBgn0260794,ctrip
11913,FBgn0260795,NaPi-III
11914,FBgn0260798,Gprk1
11915,FBgn0260799,p120ctn
11916,FBgn0260812,inaF-D
11917,FBgn0260817,gkt
11918,FBgn0260855,Sec22
11919,FBgn0260856,Membrin
11920,FBgn0260857,Bet1
11921,FBgn0260858,Ykt6
11922,FBgn0260859,Bet3
11923,FBgn0260860,Bet5
11924,FBgn0260861,Trs23
11925,FBgn0260862,Vti1a
11926,FBgn0260866,dnr1
11927,FBgn0260867,CG42577
11928,FBgn0260868,CG42578
11929,FBgn0260870,CG42580
11930,FBgn0260874,Ir76a
11931,FBgn0260932,cuff
11932,FBgn0260933,rempA
11933,FBgn0260934,par-1
11934,FBgn0260935,Vps15
11935,FBgn0260936,scny
11936,FBgn0260938,tay
11937,FBgn0260940,lsn
11938,FBgn0260941,app
11939,FBgn0260942,bond
11940,FBgn0260943,Rbp6
11941,FBgn0260944,Rbp1
11942,FBgn0260945,Atg1
11943,FBgn0260953,CG42585
11944,FBgn0260954,CG42586
11945,FBgn0260955,CG42587
11946,FBgn0260959,MCPH1
11947,FBgn0260960,Baldspot
11948,FBgn0260962,pic
11949,FBgn0260964,Vmat
11950,FBgn0260965,CG42588
11951,FBgn0260967,CG42590
11952,FBgn0260968,CG42591
11953,FBgn0260969,CG42592
11954,FBgn0260970,Ubr3
11955,FBgn0260971,CG42594
11956,FBgn0260972,alc
11957,FBgn0260985,RfC4
11958,FBgn0260986,mei-38
11959,FBgn0260987,vtd
11960,FBgn0260990,yata
11961,FBgn0260991,Incenp
11962,FBgn0260995,dpr21
11963,FBgn0260996,CG42597
11964,FBgn0260997,CG42598
11965,FBgn0261004,asl
11966,FBgn0261015,Pif1A
11967,FBgn0261016,clos
11968,FBgn0261019,moi
11969,FBgn0261020,wol
11970,FBgn0261041,stj
11971,FBgn0261046,Dscam3
11972,FBgn0261049,Vps45
11973,FBgn0261053,Cad86C
11974,FBgn0261055,Sfp26Ad
11975,FBgn0261058,Sfp38D
11976,FBgn0261059,Sfp78E
11977,FBgn0261060,Sfp93F
11978,FBgn0261064,Rbsn-5
11979,FBgn0261065,Cpsf73
11980,FBgn0261067,LSm1
11981,FBgn0261068,LSm7
11982,FBgn0261085,Syt12
11983,FBgn0261086,Syt14
11984,FBgn0261089,Sytalpha
11985,FBgn0261090,Sytbeta
11986,FBgn0261108,Atg13
11987,FBgn0261109,mrn
11988,FBgn0261111,BHD
11989,FBgn0261112,APP-BP1
11990,FBgn0261113,Xrp1
11991,FBgn0261119,Prp19
11992,FBgn0261238,Alh
11993,FBgn0261239,Hr39
11994,FBgn0261243,Psa
11995,FBgn0261244,inaE
11996,FBgn0261245,sing
11997,FBgn0261258,rgn
11998,FBgn0261260,mgl
11999,FBgn0261261,plx
12000,FBgn0261262,CG42613
12001,FBgn0261266,zuc
12002,FBgn0261267,CG42615
12003,FBgn0261268,Cul3
12004,FBgn0261269,conv
12005,FBgn0261270,Sps1
12006,FBgn0261274,Ero1L
12007,FBgn0261276,Opa1
12008,FBgn0261277,rtv
12009,FBgn0261278,grp
12010,FBgn0261279,lqfR
12011,FBgn0261283,SREBP
12012,FBgn0261284,bou
12013,FBgn0261285,Ppcs
12014,FBgn0261286,Mat89Ba
12015,FBgn0261287,ymp
12016,FBgn0261289,CheB98a
12017,FBgn0261290,CheA84a
12018,FBgn0261291,CheA86a
12019,FBgn0261292,CheB53a
12020,FBgn0261293,CheB53b
12021,FBgn0261294,CheB74a
12022,FBgn0261341,verm
12023,FBgn0261349,Mst36Fb
12024,FBgn0261353,Ccdc56
12025,FBgn0261356,CG42633
12026,FBgn0261358,CG42635
12027,FBgn0261360,CG42637
12028,FBgn0261361,CG42638
12029,FBgn0261363,PPO3
12030,FBgn0261373,CG33228
12031,FBgn0261380,mRpL37
12032,FBgn0261381,mtTFB1
12033,FBgn0261383,IntS6
12034,FBgn0261385,scra
12035,FBgn0261386,Gpa2
12036,FBgn0261387,CG17528
12037,FBgn0261393,alpha-Est5
12038,FBgn0261394,Prosalpha3
12039,FBgn0261395,Prosalpha3T
12040,FBgn0261396,Rpn3
12041,FBgn0261397,didum
12042,FBgn0261401,Ir75c
12043,FBgn0261402,Ir75b
12044,FBgn0261403,sxc
12045,FBgn0261429,lncRNA:CR42646
12046,FBgn0261434,hkb
12047,FBgn0261436,DhpD
12048,FBgn0261437,CSN8
12049,FBgn0261439,SdhA
12050,FBgn0261444,CG3638
12051,FBgn0261445,sgl
12052,FBgn0261446,CG13377
12053,FBgn0261456,hpo
12054,FBgn0261458,capt
12055,FBgn0261461,RhoGAP18B
12056,FBgn0261477,slim
12057,FBgn0261479,nero
12058,FBgn0261502,CG42650
12059,FBgn0261503,lncRNA:CR42651
12060,FBgn0261504,7SLRNA:CR42652
12061,FBgn0261505,CR42653
12062,FBgn0261508,CG42656
12063,FBgn0261509,haf
12064,FBgn0261514,NimA
12065,FBgn0261522,lncRNA:CR42657
12066,FBgn0261524,lic
12067,FBgn0261526,NT1
12068,FBgn0261529,ms(2)34Fe
12069,FBgn0261530,nbs
12070,FBgn0261531,CG42659
12071,FBgn0261532,cdm
12072,FBgn0261534,l(2)34Fc
12073,FBgn0261535,l(2)34Fd
12074,FBgn0261536,CG42660
12075,FBgn0261537,CG42661
12076,FBgn0261538,CG42662
12077,FBgn0261545,CG42663
12078,FBgn0261547,Exn
12079,FBgn0261549,rdgA
12080,FBgn0261550,Orp8
12081,FBgn0261552,ps
12082,FBgn0261553,CG42671
12083,FBgn0261554,Arms
12084,FBgn0261555,CG42673
12085,FBgn0261556,CG42674
12086,FBgn0261560,Thor
12087,FBgn0261561,CG42675
12088,FBgn0261562,CG42676
12089,FBgn0261563,wb
12090,FBgn0261564,ReepA
12091,FBgn0261565,Lmpt
12092,FBgn0261567,CG42681
12093,FBgn0261570,raskol
12094,FBgn0261571,CG42685
12095,FBgn0261573,CoRest
12096,FBgn0261574,kug
12097,FBgn0261575,tobi
12098,FBgn0261580,CG42690
12099,FBgn0261581,CG42691
12100,FBgn0261582,CG42692
12101,FBgn0261584,CG42694
12102,FBgn0261587,CG42697
12103,FBgn0261588,pdm3
12104,FBgn0261592,RpS6
12105,FBgn0261596,RpS24
12106,FBgn0261597,RpS26
12107,FBgn0261599,RpS29
12108,FBgn0261602,RpL8
12109,FBgn0261608,RpL37A
12110,FBgn0261609,eIF2alpha
12111,FBgn0261610,CG42699
12112,FBgn0261611,CG42700
12113,FBgn0261612,CngA
12114,FBgn0261614,CG42703
12115,FBgn0261615,CG42704
12116,FBgn0261617,nej
12117,FBgn0261618,larp
12118,FBgn0261624,I-3
12119,FBgn0261625,GLS
12120,FBgn0261627,CG42710
12121,FBgn0261628,CG42711
12122,FBgn0261631,CG42714
12123,FBgn0261632,lncRNA:CR42715
12124,FBgn0261634,CG42717
12125,FBgn0261636,lncRNA:CR42719
12126,FBgn0261638,lncRNA:CR42721
12127,FBgn0261639,CR42722
12128,FBgn0261641,CG42724
12129,FBgn0261647,Axud1
12130,FBgn0261648,salm
12131,FBgn0261649,tinc
12132,FBgn0261671,tweek
12133,FBgn0261673,nemy
12134,FBgn0261674,CG42709
12135,FBgn0261675,Npc1b
12136,FBgn0261679,CG42726
12137,FBgn0261680,CG42727
12138,FBgn0261683,B9d2
12139,FBgn0261686,CG42733
12140,FBgn0261697,tctn
12141,FBgn0261698,SLO2
12142,FBgn0261700,lncRNA:CR42736
12143,FBgn0261703,gce
12144,FBgn0261704,CG42740
12145,FBgn0261705,CG42741
12146,FBgn0261707,asRNA:CR42743
12147,FBgn0261709,lncRNA:CR42746
12148,FBgn0261710,nocte
12149,FBgn0261714,Cpn
12150,FBgn0261722,fwe
12151,FBgn0261723,Dbx
12152,FBgn0261786,mi
12153,FBgn0261787,brun
12154,FBgn0261788,Ank2
12155,FBgn0261789,SmD2
12156,FBgn0261790,SmE
12157,FBgn0261791,SNRPG
12158,FBgn0261792,snRNP-U1-C
12159,FBgn0261793,Trf2
12160,FBgn0261794,kcc
12161,FBgn0261797,Dhc64C
12162,FBgn0261799,dsx-c73A
12163,FBgn0261800,LanB1
12164,FBgn0261801,CG42747
12165,FBgn0261802,CG42748
12166,FBgn0261803,CG42749
12167,FBgn0261804,CG42750
12168,FBgn0261805,CG42751
12169,FBgn0261806,CG42752
12170,FBgn0261807,CG42753
12171,FBgn0261808,cu
12172,FBgn0261811,pico
12173,FBgn0261816,CG42758
12174,FBgn0261822,Bsg
12175,FBgn0261823,Asx
12176,FBgn0261831,CG42763
12177,FBgn0261832,CG42764
12178,FBgn0261833,lncRNA:CR42765
12179,FBgn0261834,CG42766
12180,FBgn0261835,lncRNA:CR42767
12181,FBgn0261836,Msp300
12182,FBgn0261837,pre-mod(mdg4)-T
12183,FBgn0261838,pre-mod(mdg4)-Z
12184,FBgn0261839,pre-mod(mdg4)-Y
12185,FBgn0261840,pre-mod(mdg4)-X
12186,FBgn0261841,pre-mod(mdg4)-AD
12187,FBgn0261842,pre-mod(mdg4)-AE
12188,FBgn0261843,pre-mod(mdg4)-W
12189,FBgn0261844,pre-mod(mdg4)-V
12190,FBgn0261845,pre-mod(mdg4)-U
12191,FBgn0261850,Xpd
12192,FBgn0261854,aPKC
12193,FBgn0261857,CR42786
12194,FBgn0261858,Mzt1
12195,FBgn0261859,CG42788
12196,FBgn0261861,lncRNA:CR42790
12197,FBgn0261862,whd
12198,FBgn0261871,dpr2
12199,FBgn0261872,scaf6
12200,FBgn0261873,sdt
12201,FBgn0261881,Ankrd49
12202,FBgn0261885,osa
12203,FBgn0261925,CG42792
12204,FBgn0261927,lncRNA:CR42794
12205,FBgn0261928,CG42795
12206,FBgn0261929,5-HT2B
12207,FBgn0261930,vnd
12208,FBgn0261931,Hecw
12209,FBgn0261933,SmD1
12210,FBgn0261934,dikar
12211,FBgn0261938,PolrMT
12212,FBgn0261952,srw
12213,FBgn0261953,TfAP-2
12214,FBgn0261954,east
12215,FBgn0261955,kdn
12216,FBgn0261963,mid
12217,FBgn0261975,CG42806
12218,FBgn0261976,Psf2
12219,FBgn0261983,l(2)gd1
12220,FBgn0261984,Ire1
12221,FBgn0261985,Ptpmeg
12222,FBgn0261986,RASSF8
12223,FBgn0261987,Pxt
12224,FBgn0261988,Gprk2
12225,FBgn0261989,CG42807
12226,FBgn0261990,CG42808
12227,FBgn0261991,CG42809
12228,FBgn0261992,CG42810
12229,FBgn0261995,CG42813
12230,FBgn0261996,CG42814
12231,FBgn0261998,CG42816
12232,FBgn0261999,Ca-Ma2d
12233,FBgn0262000,CG42818
12234,FBgn0262002,CG42820
12235,FBgn0262003,CG42821
12236,FBgn0262004,CG42822
12237,FBgn0262007,Srg2
12238,FBgn0262008,CG42826
12239,FBgn0262009,CG42827
12240,FBgn0262010,CG42828
12241,FBgn0262017,CG42830
12242,FBgn0262018,CadN2
12243,FBgn0262020,CG42831
12244,FBgn0262025,lncRNA:CR42836
12245,FBgn0262026,CG42837
12246,FBgn0262028,lncRNA:CR42839
12247,FBgn0262029,dachs
12248,FBgn0262030,CG42841
12249,FBgn0262031,CR42842
12250,FBgn0262035,CG42846
12251,FBgn0262036,CG42847
12252,FBgn0262057,Spn77Ba
12253,FBgn0262081,Csk
12254,FBgn0262097,lncRNA:CR42850
12255,FBgn0262098,CG42851
12256,FBgn0262100,CG42853
12257,FBgn0262101,CG42854
12258,FBgn0262102,CG42855
12259,FBgn0262103,Sik3
12260,FBgn0262104,CG42857
12261,FBgn0262105,lncRNA:CR42858
12262,FBgn0262106,lncRNA:CR42859
12263,FBgn0262107,asRNA:CR42860
12264,FBgn0262108,lncRNA:CR42861
12265,FBgn0262109,lncRNA:CR42862
12266,FBgn0262111,f
12267,FBgn0262112,sro
12268,FBgn0262114,RanBPM
12269,FBgn0262115,CG17683
12270,FBgn0262116,RNASEK
12271,FBgn0262117,IntS3
12272,FBgn0262123,l(2)41Ab
12273,FBgn0262124,uex
12274,FBgn0262125,Sec23
12275,FBgn0262126,Sec24CD
12276,FBgn0262127,kibra
12277,FBgn0262139,trh
12278,FBgn0262140,CG42866
12279,FBgn0262141,CG42867
12280,FBgn0262142,lncRNA:CR42868
12281,FBgn0262146,MtnE
12282,FBgn0262148,lncRNA:CR42874
12283,FBgn0262149,CR42875
12284,FBgn0262150,CG42876
12285,FBgn0262160,CG9932
12286,FBgn0262163,betaNACtes5
12287,FBgn0262166,caly
12288,FBgn0262167,ana1
12289,FBgn0262169,magu
12290,FBgn0262351,CG43049
12291,FBgn0262352,CG43050
12292,FBgn0262353,CG43051
12293,FBgn0262354,CG43052
12294,FBgn0262356,CG43054
12295,FBgn0262357,CG43055
12296,FBgn0262359,CG43057
12297,FBgn0262360,CG43058
12298,FBgn0262361,CG43059
12299,FBgn0262362,CG43060
12300,FBgn0262363,CG43061
12301,FBgn0262364,CG43062
12302,FBgn0262366,CG43064
12303,FBgn0262467,Scox
12304,FBgn0262473,Tl
12305,FBgn0262475,bru2
12306,FBgn0262476,CG43066
12307,FBgn0262477,FoxP
12308,FBgn0262478,CG43068
12309,FBgn0262479,CG43069
12310,FBgn0262481,CG43071
12311,FBgn0262482,CG43072
12312,FBgn0262483,Rbp
12313,FBgn0262484,CG43074
12314,FBgn0262485,CG43075
12315,FBgn0262486,CG43076
12316,FBgn0262487,CG43077
12317,FBgn0262508,CG43078
12318,FBgn0262509,nrm
12319,FBgn0262510,CR43080
12320,FBgn0262512,Vha14-1
12321,FBgn0262513,Vha16-4
12322,FBgn0262514,VhaPPA1-2
12323,FBgn0262515,VhaAC45
12324,FBgn0262516,Trpml
12325,FBgn0262517,Ltn1
12326,FBgn0262518,Rab8
12327,FBgn0262519,Mi-2
12328,FBgn0262524,ver
12329,FBgn0262527,nsl1
12330,FBgn0262531,CG43085
12331,FBgn0262532,CR43086
12332,FBgn0262533,CR43087
12333,FBgn0262534,CG43088
12334,FBgn0262535,CG43089
12335,FBgn0262536,CG43090
12336,FBgn0262537,CG43091
12337,FBgn0262538,CG43092
12338,FBgn0262539,CG43093
12339,FBgn0262540,CG43094
12340,FBgn0262541,CG43095
12341,FBgn0262543,lncRNA:CR43097
12342,FBgn0262546,CR43100
12343,FBgn0262559,Mdh2
12344,FBgn0262560,wcd
12345,FBgn0262562,CG43102
12346,FBgn0262563,CG43103
12347,FBgn0262565,CR43105
12348,FBgn0262566,CG43106
12349,FBgn0262567,CG43107
12350,FBgn0262568,CG43108
12351,FBgn0262569,CG43109
12352,FBgn0262570,CG43110
12353,FBgn0262574,CG43114
12354,FBgn0262575,CG43115
12355,FBgn0262576,CG43116
12356,FBgn0262577,CG43117
12357,FBgn0262579,Sarm
12358,FBgn0262580,CG43120
12359,FBgn0262581,CG43121
12360,FBgn0262582,cic
12361,FBgn0262583,CG43123
12362,FBgn0262587,CG43124
12363,FBgn0262588,CG43125
12364,FBgn0262592,CG43127
12365,FBgn0262593,Shab
12366,FBgn0262598,mtsh
12367,FBgn0262599,SmydA-3
12368,FBgn0262601,SmB
12369,FBgn0262605,CG43131
12370,FBgn0262607,CG43133
12371,FBgn0262608,CG43134
12372,FBgn0262610,CG43136
12373,FBgn0262611,CG43137
12374,FBgn0262612,CG43138
12375,FBgn0262613,CG43139
12376,FBgn0262614,pyd
12377,FBgn0262617,Nuak
12378,FBgn0262619,DNAlig1
12379,FBgn0262620,lncRNA:CR43144
12380,FBgn0262622,lncRNA:CR43146
12381,FBgn0262624,Tmhs
12382,FBgn0262631,lncRNA:CR43148
12383,FBgn0262636,dati
12384,FBgn0262647,Nup160
12385,FBgn0262656,Myc
12386,FBgn0262681,lncRNA:CR43151
12387,FBgn0262682,asRNA:CR43152
12388,FBgn0262683,CG43153
12389,FBgn0262685,CG43155
12390,FBgn0262686,CG43156
12391,FBgn0262687,lncRNA:CR43157
12392,FBgn0262689,asRNA:CR43159
12393,FBgn0262690,asRNA:CR43160
12394,FBgn0262699,fzr
12395,FBgn0262714,Sap130
12396,FBgn0262716,Arp3
12397,FBgn0262717,Skel
12398,FBgn0262719,CG43163
12399,FBgn0262721,CG43165
12400,FBgn0262728,Pal2
12401,FBgn0262730,dtn
12402,FBgn0262731,CG33941
12403,FBgn0262732,mbf1
12404,FBgn0262733,Src64B
12405,FBgn0262734,eIF4H1
12406,FBgn0262736,Vha16-1
12407,FBgn0262737,mub
12408,FBgn0262738,norpA
12409,FBgn0262739,AGO1
12410,FBgn0262740,Evi5
12411,FBgn0262741,lncRNA:CR43126
12412,FBgn0262743,Fs(2)Ket
12413,FBgn0262782,Mdh1
12414,FBgn0262786,CG43167
12415,FBgn0262787,CG43168
12416,FBgn0262788,CG43169
12417,FBgn0262789,CR43170
12418,FBgn0262790,CG43171
12419,FBgn0262791,CG43172
12420,FBgn0262794,CG43175
12421,FBgn0262801,twr
12422,FBgn0262807,CG43178
12423,FBgn0262808,CG43179
12424,FBgn0262812,CG43183
12425,FBgn0262813,CG43184
12426,FBgn0262815,CR43186
12427,FBgn0262819,CG43190
12428,FBgn0262820,CG43191
12429,FBgn0262823,hemo
12430,FBgn0262824,CG43195
12431,FBgn0262825,lncRNA:CR43196
12432,FBgn0262828,lncRNA:CR43199
12433,FBgn0262838,BomT1
12434,FBgn0262839,CG43203
12435,FBgn0262842,UQCR-6.4L
12436,FBgn0262845,CG43209
12437,FBgn0262846,CG43210
12438,FBgn0262847,CR43211
12439,FBgn0262848,CR43212
12440,FBgn0262849,CR43213
12441,FBgn0262852,CR43216
12442,FBgn0262854,CG43218
12443,FBgn0262855,CG43219
12444,FBgn0262856,CG43220
12445,FBgn0262857,CG43221
12446,FBgn0262858,MtnF
12447,FBgn0262866,S6kII
12448,FBgn0262867,Ptr
12449,FBgn0262869,Gfrl
12450,FBgn0262870,axo
12451,FBgn0262871,lute
12452,FBgn0262872,milt
12453,FBgn0262874,CG43229
12454,FBgn0262877,CG43232
12455,FBgn0262878,CG43233
