,FB ID,Gene Symbol
2695,FBgn0028992,sds22
2696,FBgn0028996,onecut
2697,FBgn0028997,nmdyn-D7
2698,FBgn0028999,nerfin-1
2699,FBgn0029002,miple2
2700,FBgn0029003,mab-21
2701,FBgn0029006,Smurf
2702,FBgn0029067,Dd
2703,FBgn0029079,icln
2704,FBgn0029084,gom
2705,FBgn0029088,disp
2706,FBgn0029091,Chs2
2707,FBgn0029092,ced-6
2708,FBgn0029093,cathD
2709,FBgn0029094,asf1
2710,FBgn0029095,aru
2711,FBgn0029105,alpha-Catr
2712,FBgn0029113,Uba2
2713,FBgn0029114,Tollo
2714,FBgn0029117,Surf1
2715,FBgn0029118,ScsbetaG
2716,FBgn0029121,Sras
2717,FBgn0029123,SoxN
2718,FBgn0029131,Debcl
2719,FBgn0029133,REG
2720,FBgn0029134,Prosbeta5
2721,FBgn0029137,Patsas
2722,FBgn0029147,NtR
2723,FBgn0029148,NHP2
2724,FBgn0029152,Mkrn1
2725,FBgn0029153,Menl-2
2726,FBgn0029154,Menl-1
2727,FBgn0029155,Men-b
2728,FBgn0029157,ssh
2729,FBgn0029158,Las
2730,FBgn0029161,slmo
2731,FBgn0029167,Hml
2732,FBgn0029170,TwdlT
2733,FBgn0029172,Fad2
2734,FBgn0029174,Fkbp59
2735,FBgn0029175,sotv
2736,FBgn0029176,eEF1gamma
2737,FBgn0029501,Crtp
2738,FBgn0029502,Coq7
2739,FBgn0029503,mora
2740,FBgn0029504,CHES-1-like
2741,FBgn0029506,Tsp42Ee
2742,FBgn0029507,Tsp42Ed
2743,FBgn0029508,Tsp42Ea
2744,FBgn0029512,Aos1
2745,FBgn0029514,CG9166
2746,FBgn0029518,CG13376
2747,FBgn0029521,Or1a
2748,FBgn0029522,CG13373
2749,FBgn0029523,CR18275
2750,FBgn0029524,CG3176
2751,FBgn0029525,CG18273
2752,FBgn0029526,CR18166
2753,FBgn0029529,CG13365
2754,FBgn0029531,CG13362
2755,FBgn0029532,CG13361
2756,FBgn0029535,CG14635
2757,FBgn0029539,CG11663
2758,FBgn0029552,CG14631
2759,FBgn0029568,CG11381
2760,FBgn0029573,CG14770
2761,FBgn0029580,CG14778
2762,FBgn0029587,CG14797
2763,FBgn0029588,CR14798
2764,FBgn0029589,CG14810
2765,FBgn0029590,CG14811
2766,FBgn0029594,Coa8
2767,FBgn0029596,CG14054
2768,FBgn0029603,CG14053
2769,FBgn0029606,CG14052
2770,FBgn0029608,CG3091
2771,FBgn0029629,eIF3g1
2772,FBgn0029639,CG14419
2773,FBgn0029642,CG3592
2774,FBgn0029643,CG14420
2775,FBgn0029644,CG14421
2776,FBgn0029645,CG14422
2777,FBgn0029646,CG14423
2778,FBgn0029648,CG3603
2779,FBgn0029657,CG12535
2780,FBgn0029658,CG14269
2781,FBgn0029659,CG16782
2782,FBgn0029660,CG10801
2783,FBgn0029661,CG16781
2784,FBgn0029662,CG12206
2785,FBgn0029663,CG10804
2786,FBgn0029664,CG10802
2787,FBgn0029665,CG14270
2788,FBgn0029666,CG10803
2789,FBgn0029667,Gas8
2790,FBgn0029669,CG13021
2791,FBgn0029672,CG2875
2792,FBgn0029676,HIP-R
2793,FBgn0029679,CG2901
2794,FBgn0029681,CG15239
2795,FBgn0029685,CG2938
2796,FBgn0029686,Glos
2797,FBgn0029687,Vap33
2798,FBgn0029688,lva
2799,FBgn0029689,CG6428
2800,FBgn0029690,CG6414
2801,FBgn0029693,Cmtr1
2802,FBgn0029694,CG15375
2803,FBgn0029697,CG15570
2804,FBgn0029700,CG15576
2805,FBgn0029701,CG12691
2806,FBgn0029702,CG15572
2807,FBgn0029703,CG12692
2808,FBgn0029705,CG12693
2809,FBgn0029706,CG3626
2810,FBgn0029708,CG3556
2811,FBgn0029709,CHOp24
2812,FBgn0029710,CG3568
2813,FBgn0029711,Usf
2814,FBgn0029712,CG15912
2815,FBgn0029713,CG11436
2816,FBgn0029714,CG3527
2817,FBgn0029715,CG11444
2818,FBgn0029716,CG3546
2819,FBgn0029717,CG12684
2820,FBgn0029718,mRpL30
2821,FBgn0029719,CG15473
2822,FBgn0029720,CG3009
2823,FBgn0029722,CG7024
2824,FBgn0029723,Proc-R
2825,FBgn0029724,CG15472
2826,FBgn0029725,CG2871
2827,FBgn0029726,CG15471
2828,FBgn0029727,CG6978
2829,FBgn0029728,CG2861
2830,FBgn0029729,CG12682
2831,FBgn0029730,boil
2832,FBgn0029733,CG6927
2833,FBgn0029736,CG4041
2834,FBgn0029737,Hgsnat
2835,FBgn0029740,CG12680
2836,FBgn0029745,Rpn13R
2837,FBgn0029746,CG15465
2838,FBgn0029747,CG5062
2839,FBgn0029750,CG3323
2840,FBgn0029751,CG17764
2841,FBgn0029752,TrxT
2842,FBgn0029753,CG4198
2843,FBgn0029754,CG15930
2844,FBgn0029755,Sas10
2845,FBgn0029756,CG3309
2846,FBgn0029761,SK
2847,FBgn0029762,NAAT1
2848,FBgn0029763,Usp16-45
2849,FBgn0029765,CG16756
2850,FBgn0029766,CG15784
2851,FBgn0029768,SPR
2852,FBgn0029769,frma
2853,FBgn0029770,CG4151
2854,FBgn0029771,CG12730
2855,FBgn0029778,RhoGAP5A
2856,FBgn0029783,Sirt4
2857,FBgn0029785,RpL35
2858,FBgn0029789,PGAP1
2859,FBgn0029791,AdamTS-B
2860,FBgn0029795,CG15773
2861,FBgn0029798,Rtel1
2862,FBgn0029799,CG15772
2863,FBgn0029800,lin-52
2864,FBgn0029801,CG15771
2865,FBgn0029804,CG3097
2866,FBgn0029807,CG3108
2867,FBgn0029809,CG15767
2868,FBgn0029810,CG12239
2869,FBgn0029811,Cpr5C
2870,FBgn0029812,Prosbeta2R1
2871,FBgn0029813,AgmNAT
2872,FBgn0029814,CG15765
2873,FBgn0029816,CG12729
2874,FBgn0029817,CG15764
2875,FBgn0029818,GAA1
2876,FBgn0029819,Usp30
2877,FBgn0029820,CG16721
2878,FBgn0029821,CG4020
2879,FBgn0029822,CG12236
2880,FBgn0029823,Shmt
2881,FBgn0029824,CG3726
2882,FBgn0029825,CG12728
2883,FBgn0029826,CG6041
2884,FBgn0029827,CG6048
2885,FBgn0029828,CG6067
2886,FBgn0029830,Grip
2887,FBgn0029831,CG5966
2888,FBgn0029833,MCTS1
2889,FBgn0029834,CG5937
2890,FBgn0029835,CG5921
2891,FBgn0029836,CG5928
2892,FBgn0029837,Tsp5D
2893,FBgn0029838,CG4666
2894,FBgn0029839,CG4660
2895,FBgn0029840,raptor
2896,FBgn0029843,Nep1
2897,FBgn0029848,Btnd
2898,FBgn0029849,Efr
2899,FBgn0029851,CG14445
2900,FBgn0029853,Josd
2901,FBgn0029854,CG3566
2902,FBgn0029856,CG11700
2903,FBgn0029857,wuho
2904,FBgn0029858,mldr
2905,FBgn0029859,CG15892
2906,FBgn0029860,CG15891
2907,FBgn0029861,CG3815
2908,FBgn0029863,CG3823
2909,FBgn0029864,CG15894
2910,FBgn0029866,CG3842
2911,FBgn0029867,CG3847
2912,FBgn0029868,ND-B16.6
2913,FBgn0029870,Marf
2914,FBgn0029873,CG3918
2915,FBgn0029874,CG3342
2916,FBgn0029877,CG17717
2917,FBgn0029878,Pat1
2918,FBgn0029879,APC7
2919,FBgn0029880,CG14443
2920,FBgn0029881,pigs
2921,FBgn0029882,CG3226
2922,FBgn0029885,CG3224
2923,FBgn0029887,CG3198
2924,FBgn0029888,ND-ASHI
2925,FBgn0029890,Fum2
2926,FBgn0029891,Pink1
2927,FBgn0029892,CG3184
2928,FBgn0029893,CG14442
2929,FBgn0029894,CG14440
2930,FBgn0029895,CG14441
2931,FBgn0029896,CG3168
2932,FBgn0029897,RpL17
2933,FBgn0029898,CG14439
2934,FBgn0029903,pod1
2935,FBgn0029905,Nf-YC
2936,FBgn0029906,xit
2937,FBgn0029907,Atx-1
2938,FBgn0029909,mAChR-C
2939,FBgn0029911,CG14435
2940,FBgn0029912,Tmf
2941,FBgn0029913,Cht11
2942,FBgn0029914,CG4558
2943,FBgn0029915,CG14434
2944,FBgn0029920,CR4575
2945,FBgn0029922,CG14431
2946,FBgn0029924,CG4586
2947,FBgn0029925,CG3040
2948,FBgn0029928,CG3032
2949,FBgn0029929,CG4593
2950,FBgn0029930,CG12541
2951,FBgn0029931,CG14427
2952,FBgn0029932,CG4607
2953,FBgn0029935,CG4615
2954,FBgn0029936,CG4617
2955,FBgn0029937,CG8300
2956,FBgn0029939,Cph
2957,FBgn0029940,CG1958
2958,FBgn0029941,CG1677
2959,FBgn0029942,CG2059
2960,FBgn0029943,Atg5
2961,FBgn0029944,Dok
2962,FBgn0029945,Acsf3
2963,FBgn0029946,CG15034
2964,FBgn0029947,CG1999
2965,FBgn0029948,CheA7a
2966,FBgn0029949,CG15035
2967,FBgn0029950,rumpel
2968,FBgn0029951,CG11369
2969,FBgn0029952,CG12689
2970,FBgn0029955,CG15478
2971,FBgn0029957,CG12155
2972,FBgn0029958,Pdp
2973,FBgn0029959,Rab39
2974,FBgn0029961,Ir7a
2975,FBgn0029962,CARPA
2976,FBgn0029963,CG10920
2977,FBgn0029964,CG1409
2978,FBgn0029966,Ir7c
2979,FBgn0029968,Ir7g
2980,FBgn0029969,Acat1
2981,FBgn0029970,Nek2
2982,FBgn0029971,ND-MNLL
2983,FBgn0029974,dpr14
2984,FBgn0029975,spidey
2985,FBgn0029976,snz
2986,FBgn0029977,hdm
2987,FBgn0029979,mahe
2988,FBgn0029980,Dhdds
2989,FBgn0029986,CG15332
2990,FBgn0029987,CG15330
2991,FBgn0029989,CG15333
2992,FBgn0029990,CG2233
2993,FBgn0029992,Upf2
2994,FBgn0029993,CG1571
2995,FBgn0029994,Ldsdh1
2996,FBgn0029995,CG2256
2997,FBgn0029996,UbcE2H
2998,FBgn0029997,CG2258
2999,FBgn0029999,CG1575
3000,FBgn0030000,CG2260
3001,FBgn0030001,cyr
3002,FBgn0030003,CG2116
3003,FBgn0030004,CG10958
3004,FBgn0030005,CG2120
3005,FBgn0030006,CG17982
3006,FBgn0030007,alpha-PheRS
3007,FBgn0030008,CG2129
3008,FBgn0030009,CG15336
3009,FBgn0030010,CG10959
3010,FBgn0030011,Gbeta5
3011,FBgn0030012,CG18262
3012,FBgn0030013,GIIIspla2
3013,FBgn0030014,CG15337
3014,FBgn0030015,CG10761
3015,FBgn0030016,Or7a
3016,FBgn0030017,CG2278
3017,FBgn0030018,slpr
3018,FBgn0030025,CG2147
3019,FBgn0030026,sni
3020,FBgn0030027,CG1632
3021,FBgn0030028,Corp
3022,FBgn0030029,CG15343
3023,FBgn0030030,CG1636
3024,FBgn0030033,CG1387
3025,FBgn0030034,CG10555
3026,FBgn0030035,PIG-T
3027,FBgn0030037,Miga
3028,FBgn0030038,CG1440
3029,FBgn0030039,CG12123
3030,FBgn0030040,CG15347
3031,FBgn0030041,CG12116
3032,FBgn0030048,CG12112
3033,FBgn0030049,Trf4-1
3034,FBgn0030050,CG12111
3035,FBgn0030051,spirit
3036,FBgn0030052,CG12065
3037,FBgn0030053,CG12081
3038,FBgn0030054,Caf1-180
3039,FBgn0030055,Rubicon
3040,FBgn0030056,CAH3
3041,FBgn0030057,Ppt1
3042,FBgn0030058,CG11294
3043,FBgn0030060,CG2004
3044,FBgn0030061,CG1785
3045,FBgn0030063,CG1789
3046,FBgn0030065,CG12075
3047,FBgn0030066,Uros1
3048,FBgn0030067,Rbm13
3049,FBgn0030071,CG12661
3050,FBgn0030073,CG10962
3051,FBgn0030077,CG15365
3052,FBgn0030078,CG10970
3053,FBgn0030081,CG7246
3054,FBgn0030082,HP1b
3055,FBgn0030085,CG6999
3056,FBgn0030086,CCT2
3057,FBgn0030087,CG7766
3058,FBgn0030088,Arfrp1
3059,FBgn0030089,AP-1gamma
3060,FBgn0030090,fend
3061,FBgn0030091,CG7065
3062,FBgn0030092,fh
3063,FBgn0030093,Bap111
3064,FBgn0030096,Zpr1
3065,FBgn0030097,CG12115
3066,FBgn0030098,CG12057
3067,FBgn0030099,CG12056
3068,FBgn0030100,CG12106
3069,FBgn0030101,CG12118
3070,FBgn0030102,SmydA-9
3071,FBgn0030103,Obp8a
3072,FBgn0030104,CG15368
3073,FBgn0030105,CG15369
3074,FBgn0030107,CG15370
3075,FBgn0030108,Gr8a
3076,FBgn0030109,CG12121
3077,FBgn0030114,CG17754
3078,FBgn0030116,CR17438
3079,FBgn0030117,ric8b
3080,FBgn0030120,CG17440
3081,FBgn0030121,Cfp1
3082,FBgn0030122,Aladin
3083,FBgn0030136,RpS28b
3084,FBgn0030137,CG15317
3085,FBgn0030141,Gga
3086,FBgn0030148,CG3106
3087,FBgn0030151,CG1354
3088,FBgn0030156,CG15247
3089,FBgn0030157,CG1468
3090,FBgn0030158,CG9686
3091,FBgn0030159,CG9689
3092,FBgn0030160,CG9691
3093,FBgn0030161,CG15249
3094,FBgn0030163,CG1791
3095,FBgn0030164,CG1889
3096,FBgn0030167,CG15252
3097,FBgn0030174,CG15312
3098,FBgn0030177,CG2972
3099,FBgn0030178,Naxe
3100,FBgn0030181,CG12645
3101,FBgn0030183,Ypel
3102,FBgn0030186,CG2962
3103,FBgn0030187,CG2961
3104,FBgn0030189,CG2909
3105,FBgn0030191,CG15306
3106,FBgn0030195,CG2898
3107,FBgn0030196,Psf3
3108,FBgn0030200,RabX2
3109,FBgn0030204,Or9a
3110,FBgn0030206,CG2889
3111,FBgn0030207,CG2887
3112,FBgn0030208,PPP4R2r
3113,FBgn0030215,CG15296
3114,FBgn0030217,CG2124
3115,FBgn0030218,CG1628
3116,FBgn0030221,Rab9Db
3117,FBgn0030222,CG9806
3118,FBgn0030223,CG2111
3119,FBgn0030224,CG12637
3120,FBgn0030228,BTBD9
3121,FBgn0030230,Rph
3122,FBgn0030234,CG15211
3123,FBgn0030237,CG15209
3124,FBgn0030239,Pgls
3125,FBgn0030240,CG2202
3126,FBgn0030241,feo
3127,FBgn0030242,sofe
3128,FBgn0030243,CG2186
3129,FBgn0030244,CG2157
3130,FBgn0030245,CG1637
3131,FBgn0030246,CG1582
3132,FBgn0030247,CG15208
3133,FBgn0030251,CG2145
3134,FBgn0030257,SmydA-4
3135,FBgn0030258,CG1552
3136,FBgn0030259,CG1545
3137,FBgn0030260,CG1537
3138,FBgn0030261,CG15203
3139,FBgn0030262,Vago
3140,FBgn0030263,CG2076
3141,FBgn0030266,CG11122
3142,FBgn0030268,Klp10A
3143,FBgn0030269,CDK2AP1
3144,FBgn0030270,CG15199
3145,FBgn0030271,CG15202
3146,FBgn0030272,CG15201
3147,FBgn0030274,Lint-1
3148,FBgn0030276,Dlic
3149,FBgn0030277,CG1394
3150,FBgn0030278,CG15200
3151,FBgn0030280,CG11106
3152,FBgn0030283,CG15198
3153,FBgn0030286,Gapvd1
3154,FBgn0030289,GCS1
3155,FBgn0030290,CG11756
3156,FBgn0030291,CG1738
3157,FBgn0030292,NdufV3
3158,FBgn0030293,CG1737
3159,FBgn0030296,CG15196
3160,FBgn0030297,Gr10b
3161,FBgn0030298,Or10a
3162,FBgn0030300,Sk1
3163,FBgn0030301,HP5
3164,FBgn0030304,Cyp4g15
3165,FBgn0030305,Uba5
3166,FBgn0030306,Spase25
3167,FBgn0030307,CG33235
3168,FBgn0030309,CG1572
3169,FBgn0030310,PGRP-SA
3170,FBgn0030311,CG11699
3171,FBgn0030313,Reepl1
3172,FBgn0030314,CG11696
3173,FBgn0030316,CG11695
3174,FBgn0030317,pkm
3175,FBgn0030318,rho-4
3176,FBgn0030319,CG2533
3177,FBgn0030320,CG2247
3178,FBgn0030321,CG1703
3179,FBgn0030323,Vlet
3180,FBgn0030326,CG2444
3181,FBgn0030327,FucT6
3182,FBgn0030328,Amun
3183,FBgn0030329,prtp
3184,FBgn0030330,Tango10
3185,FBgn0030331,CG15221
3186,FBgn0030332,CG9360
3187,FBgn0030334,Karl
3188,FBgn0030336,CG1578
3189,FBgn0030338,CG15741
3190,FBgn0030339,Cyp28c1
3191,FBgn0030340,CG15740
3192,FBgn0030341,p24-1
3193,FBgn0030342,CG10347
3194,FBgn0030343,ATP7
3195,FBgn0030344,Nrd1
3196,FBgn0030345,CG1847
3197,FBgn0030346,BORCS5
3198,FBgn0030347,CG15739
3199,FBgn0030348,CG10352
3200,FBgn0030349,CG10353
3201,FBgn0030350,SelG
3202,FBgn0030351,CG1840
3203,FBgn0030352,sicily
3204,FBgn0030354,Upf1
3205,FBgn0030356,lncRNA:CR32661
3206,FBgn0030357,Sclp
3207,FBgn0030358,Pdzd8
3208,FBgn0030359,CG18130
3209,FBgn0030360,CG1806
3210,FBgn0030361,CG1492
3211,FBgn0030362,regucalcin
3212,FBgn0030364,Lsm12a
3213,FBgn0030365,Tango4
3214,FBgn0030366,Usp7
3215,FBgn0030367,Cyp311a1
3216,FBgn0030369,Cyp318a1
3217,FBgn0030370,Uch-L5R
3218,FBgn0030373,moon
3219,FBgn0030374,CG15734
3220,FBgn0030375,CG11356
3221,FBgn0030376,CG2750
3222,FBgn0030377,CG1924
3223,FBgn0030384,CG2577
3224,FBgn0030385,Ir11a
3225,FBgn0030386,CG2574
3226,FBgn0030389,CG15927
3227,FBgn0030390,CG15731
3228,FBgn0030391,Rab40
3229,FBgn0030394,Cpr11A
3230,FBgn0030395,Mks1
3231,FBgn0030396,mdu
3232,FBgn0030398,Cpr11B
3233,FBgn0030400,Pits
3234,FBgn0030403,CG1824
3235,FBgn0030406,CG1463
3236,FBgn0030407,Fpgs1
3237,FBgn0030408,CG11085
3238,FBgn0030409,CG15728
3239,FBgn0030410,Aven
3240,FBgn0030411,CG2540
3241,FBgn0030412,Tomosyn
3242,FBgn0030417,CG15725
3243,FBgn0030418,CG4004
3244,FBgn0030420,pira
3245,FBgn0030421,Agpat1
3246,FBgn0030425,Nep6
3247,FBgn0030429,CG4661
3248,FBgn0030431,Flad1
3249,FBgn0030432,CG4404
3250,FBgn0030433,mRpL49
3251,FBgn0030434,Brms1
3252,FBgn0030435,CG4645
3253,FBgn0030437,hec
3254,FBgn0030438,CG15721
3255,FBgn0030439,CG12716
3256,FBgn0030440,CG15719
3257,FBgn0030441,CG2209
3258,FBgn0030443,CG12715
3259,FBgn0030447,CG2200
3260,FBgn0030449,Fer3HCH
3261,FBgn0030451,CG15717
3262,FBgn0030452,MFS10
3263,FBgn0030455,CG4318
3264,FBgn0030456,CG4332
3265,FBgn0030457,CG12096
3266,FBgn0030459,CG12723
3267,FBgn0030460,Coq5
3268,FBgn0030462,CG15742
3269,FBgn0030465,CG15743
3270,FBgn0030466,Remo
3271,FBgn0030467,CG1764
3272,FBgn0030468,CG1622
3273,FBgn0030474,CG15747
3274,FBgn0030477,dmrt11E
3275,FBgn0030478,CG1640
3276,FBgn0030479,Rbp1-like
3277,FBgn0030480,Tim9a
3278,FBgn0030481,CG1662
3279,FBgn0030482,Bcat
3280,FBgn0030483,CG12725
3281,FBgn0030484,GstT4
3282,FBgn0030485,CG1998
3283,FBgn0030486,Set2
3284,FBgn0030494,Cpr12A
3285,FBgn0030495,CG11816
3286,FBgn0030499,CG11178
3287,FBgn0030500,Ndc80
3288,FBgn0030501,BthD
3289,FBgn0030502,tth
3290,FBgn0030503,Tango2
3291,FBgn0030504,CG2691
3292,FBgn0030505,NFAT
3293,FBgn0030506,DNAlig4
3294,FBgn0030507,CG11164
3295,FBgn0030508,CG15760
3296,FBgn0030510,CG12177
3297,FBgn0030511,CG11158
3298,FBgn0030512,Nadsyn
3299,FBgn0030514,Mrgn1
3300,FBgn0030518,CG11134
3301,FBgn0030519,CG11151
3302,FBgn0030520,Pdcd4
3303,FBgn0030521,CtsB
3304,FBgn0030522,amrt
3305,FBgn0030524,CG10993
3306,FBgn0030525,CG10996
3307,FBgn0030528,CG11095
3308,FBgn0030529,Clic
3309,FBgn0030530,jub
3310,FBgn0030536,CG11068
3311,FBgn0030537,CG12480
3312,FBgn0030539,CG1368
3313,FBgn0030541,CG11584
3314,FBgn0030542,CG12481
3315,FBgn0030543,CG11585
3316,FBgn0030544,CG13403
3317,FBgn0030545,CG11590
3318,FBgn0030551,CG11674
3319,FBgn0030552,mRpL38
3320,FBgn0030554,Dus2
3321,FBgn0030555,Fbxl4
3322,FBgn0030556,mRNA-cap
3323,FBgn0030558,Tat
3324,FBgn0030559,CG13404
3325,FBgn0030562,CG9400
3326,FBgn0030566,betaNACtes4
3327,FBgn0030569,CG9411
3328,FBgn0030570,CG12540
3329,FBgn0030571,CG14414
3330,FBgn0030572,mRpS25
3331,FBgn0030573,nmdyn-D6
3332,FBgn0030574,sbm
3333,FBgn0030575,CG5321
3334,FBgn0030576,CG15890
3335,FBgn0030577,CG5334
3336,FBgn0030578,CG5347
3337,FBgn0030581,CG14408
3338,FBgn0030582,CG14411
3339,FBgn0030583,CG14410
3340,FBgn0030584,Grx5
3341,FBgn0030586,CG12539
3342,FBgn0030587,CG9522
3343,FBgn0030588,CG9521
3344,FBgn0030589,CG9519
3345,FBgn0030590,CG9518
3346,FBgn0030592,CG9514
3347,FBgn0030593,CG9512
3348,FBgn0030594,fiz
3349,FBgn0030595,CG14406
3350,FBgn0030596,CG12398
3351,FBgn0030597,Eo
3352,FBgn0030598,CG9503
3353,FBgn0030599,CG9030
3354,FBgn0030600,hiw
3355,FBgn0030603,CG5541
3356,FBgn0030605,ND-B18
3357,FBgn0030607,dob
3358,FBgn0030608,Lsd-2
3359,FBgn0030610,Cox17
3360,FBgn0030611,CG15027
3361,FBgn0030612,Dbct
3362,FBgn0030613,Rab3-GEF
3363,FBgn0030614,CG9072
3364,FBgn0030615,Cyp4s3
3365,FBgn0030616,RpL37-1
3366,FBgn0030617,CG9095
3367,FBgn0030620,CG5662
3368,FBgn0030622,CG9101
3369,FBgn0030623,PPYR1
3370,FBgn0030624,CG9106
3371,FBgn0030625,CG5877
3372,FBgn0030628,CG9114
3373,FBgn0030629,CG9123
3374,FBgn0030630,CG12608
3375,FBgn0030631,Prp5
3376,FBgn0030634,CG9164
3377,FBgn0030638,CG11655
3378,FBgn0030640,CG6294
3379,FBgn0030641,CG6299
3380,FBgn0030642,CG15642
3381,FBgn0030643,CG15641
3382,FBgn0030645,Alg14
3383,FBgn0030647,CG6324
3384,FBgn0030648,CG6340
3385,FBgn0030653,CG7860
3386,FBgn0030654,CG15643
3387,FBgn0030655,CG9213
3388,FBgn0030657,cerv
3389,FBgn0030658,CG7872
3390,FBgn0030659,CG9215
3391,FBgn0030660,CG8097
3392,FBgn0030661,Alp11
3393,FBgn0030662,Chsy
3394,FBgn0030663,CG8117
3395,FBgn0030665,CG15646
3396,FBgn0030666,CG12708
3397,FBgn0030667,CG15599
3398,FBgn0030668,CG8128
3399,FBgn0030669,CG9240
3400,FBgn0030670,Pis
3401,FBgn0030671,Hap40
3402,FBgn0030672,CG9281
3403,FBgn0030673,CG15601
3404,FBgn0030674,HUWE1
3405,FBgn0030675,CG8191
3406,FBgn0030676,CG12379
3407,FBgn0030678,CG11679
3408,FBgn0030679,CG8206
3409,FBgn0030680,CG8944
3410,FBgn0030683,Mvd
3411,FBgn0030684,CG8260
3412,FBgn0030685,Graf
3413,FBgn0030686,mRpL3
3414,FBgn0030687,Polr3A
3415,FBgn0030688,CG8952
3416,FBgn0030691,Efhc1.1
3417,FBgn0030692,mRpS30
3418,FBgn0030693,sordd1
3419,FBgn0030694,CG15602
3420,FBgn0030695,PGRP-LE
3421,FBgn0030696,CG8509
3422,FBgn0030697,CG8565
3423,FBgn0030699,CG8578
3424,FBgn0030700,CG15914
3425,FBgn0030701,CG16952
3426,FBgn0030703,MSBP
3427,FBgn0030704,CG15916
3428,FBgn0030706,Lrp4
3429,FBgn0030707,CG8916
3430,FBgn0030710,CG8924
3431,FBgn0030711,Rrp47
3432,FBgn0030715,Or13a
3433,FBgn0030716,Cep164
3434,FBgn0030717,Slc25A46a
3435,FBgn0030718,ND-20
3436,FBgn0030719,eIF5
3437,FBgn0030720,CG8939
3438,FBgn0030721,CG12698
3439,FBgn0030722,CG12395
3440,FBgn0030723,dpr18
3441,FBgn0030724,Nipsnap
3442,FBgn0030725,CG8958
3443,FBgn0030729,CG12507
3444,FBgn0030731,Mfe2
3445,FBgn0030733,UQCR-14
3446,FBgn0030734,ERp44
3447,FBgn0030735,CG3632
3448,FBgn0030738,CG9915
3449,FBgn0030739,SWIP
3450,FBgn0030740,CG9917
3451,FBgn0030742,CG9919
3452,FBgn0030743,CG9921
3453,FBgn0030744,CG9992
3454,FBgn0030745,CG4239
3455,FBgn0030746,CG9981
3456,FBgn0030747,CG4301
3457,FBgn0030748,Traf-like
3458,FBgn0030749,AnxB11
3459,FBgn0030752,Cdc50
3460,FBgn0030753,rngo
3461,FBgn0030756,CG9903
3462,FBgn0030757,CG9902
3463,FBgn0030759,CG13014
3464,FBgn0030761,CG9784
3465,FBgn0030763,CG9782
3466,FBgn0030764,CG9777
3467,FBgn0030766,mthl1
3468,FBgn0030768,Nemp
3469,FBgn0030769,CG13012
3470,FBgn0030770,CG13010
3471,FBgn0030773,CG9676
3472,FBgn0030774,sphe
3473,FBgn0030775,CG9673
3474,FBgn0030776,CG4653
3475,FBgn0030777,CG9672
3476,FBgn0030778,CG4678
3477,FBgn0030780,CG13008
3478,FBgn0030786,mRpL22
3479,FBgn0030787,CG9609
3480,FBgn0030788,Sap30
3481,FBgn0030789,Rrp45
3482,FBgn0030790,CG4768
3483,FBgn0030791,CG9132
3484,FBgn0030792,CG4789
3485,FBgn0030793,Rai1
3486,FBgn0030794,CG13005
3487,FBgn0030795,ppk28
3488,FBgn0030796,CG4829
3489,FBgn0030797,CG13004
3490,FBgn0030798,CG13003
3491,FBgn0030799,CG4872
3492,FBgn0030800,Nprl2
3493,FBgn0030801,Polr3I
3494,FBgn0030802,DENR
3495,FBgn0030803,CG4880
3496,FBgn0030804,CG13002
3497,FBgn0030805,wus
3498,FBgn0030806,CG13001
3499,FBgn0030807,CG13000
3500,FBgn0030808,RhoGAP15B
3501,FBgn0030809,Ubr1
3502,FBgn0030812,wcy
3503,FBgn0030813,CG4949
3504,FBgn0030814,CG4955
3505,FBgn0030815,CG8945
3506,FBgn0030816,CG16700
3507,FBgn0030817,CG4991
3508,FBgn0030823,TTLL1A
3509,FBgn0030824,CG5070
3510,FBgn0030826,CG12995
3511,FBgn0030828,CG5162
3512,FBgn0030829,CG12998
3513,FBgn0030830,CG5172
3514,FBgn0030833,CG8915
3515,FBgn0030834,CG8675
3516,FBgn0030836,CG8664
3517,FBgn0030837,CG8661
3518,FBgn0030838,CG5445
3519,FBgn0030839,ENGase
3520,FBgn0030840,p-cup
3521,FBgn0030841,CG8568
3522,FBgn0030844,ppk23
3523,FBgn0030846,CG12992
3524,FBgn0030847,CG12991
3525,FBgn0030850,stas
3526,FBgn0030851,CG8326
3527,FBgn0030853,ND-24
3528,FBgn0030854,CG8289
3529,FBgn0030855,CG5800
3530,FBgn0030858,IntS2
3531,FBgn0030859,CG12990
3532,FBgn0030863,CG8188
3533,FBgn0030864,CG8173
3534,FBgn0030868,CG12986
3535,FBgn0030869,Socs16D
3536,FBgn0030870,CG6398
3537,FBgn0030871,CG8142
3538,FBgn0030872,Ucp4A
3539,FBgn0030873,CG15814
3540,FBgn0030874,Spt7
3541,FBgn0030876,Srx
3542,FBgn0030877,Arp8
3543,FBgn0030878,CG6769
3544,FBgn0030880,CG6788
3545,FBgn0030881,CG12985
3546,FBgn0030882,Gss1
3547,FBgn0030883,CG7772
3548,FBgn0030884,CG6847
3549,FBgn0030886,CG12672
3550,FBgn0030887,CG6867
3551,FBgn0030889,CG15373
3552,FBgn0030890,CG7536
3553,FBgn0030891,Ada3
3554,FBgn0030892,Swt1
3555,FBgn0030893,RhoGAP16F
3556,FBgn0030894,Mvb12
3557,FBgn0030895,CG7135
